state,year,utility,design,plant,reissue,total,sirs,ssf,ssjc,sse,reallocation,ppf,ppyf,ppjc,ppyjc,ppe,ppye,firms,newfirms,jc,newjc,emp,nemp
MO,2008,615,161,4,6,786,1,8.38,14.940000000000001,2.12,25.4,7.365067466266867,87.8506762043143,2.2973051967031037,15.378595186851888,0.31846617613691613,15.04219853405546,106720,8947,342140,51110,2468080,52253
MO,2009,708,164,3,2,877,0,7.37,16.68,1.91,22.2,8.48778127268328,115.15231092436974,3.28672455599237,19.70742230511674,0.373251686122996,19.531858978641903,103325,7616,266831,44501,2349621,44901
MO,2010,975,157,5,3,1140,0,7.6,15.809999999999999,1.81,22.4,11.189854531891086,147.15373693042469,4.394096492817194,27.79606466242411,0.4988530755167287,27.618286212660806,101878,7747,259439,41013,2285242,41277
MO,2011,878,119,2,4,1003,1,7.66,15.409999999999998,1.7500000000000002,22.2,10.049193960464487,131.24836430253862,3.8819094504950113,25.18708251720155,0.43948205090455306,25.0486988661905,99809,7642,258378,39822,2282232,40042
MO,2012,1015,149,0,1,1165,0,7.68,13.489999999999998,1.78,22.6,11.650233004660093,151.69270833333334,3.833182528584355,28.409783695466626,0.5019745048657056,28.150296000966534,99998,7680,303925,41007,2320835,41385
MO,2013,1184,112,0,5,1301,0,8.85,13.8,1.67,20.2,12.82000748901283,144.8936407172291,4.591040941780943,33.271104518834875,0.5511366717275783,33.03120318886942,101482,8979,283378,39103,2360576,39387
MO,2014,1257,157,0,5,1419,0,9.55,14.000000000000002,1.66,19.2,13.717832215154386,143.63802004251443,4.9942279535983785,35.66312297368619,0.590228412988519,35.66312297368619,103442,9879,284128,39789,2404154,39789
MT,1992,87,14,0,2,103,0,10.8,20.79,4.01,27.2,5.207280080889788,48.198408984557794,2.2695723068109204,10.91679915209327,0.4372559008320598,10.904086385771755,19780,2137,45383,9435,235560,9446
MT,1993,88,20,0,0,108,0,10.71,20.94,3.73,29.4,5.334914048606994,49.81549815498155,2.508011704054619,11.974720035480653,0.4458922179422074,11.945581241013162,20244,2168,43062,9019,242211,9041
MT,1994,84,14,0,0,98,0,11.43,26.26,4.29,30.6,4.695510516985291,41.090146750524106,2.4611984529609723,9.371712728315961,0.3994831177619162,9.322678843226788,20871,2385,39818,10457,245317,10512
MT,1995,122,19,0,0,141,0,11.99,26.41,4.51,25.4,6.560275438514865,54.7360248447205,3.2407833042199137,12.270472543729877,0.5503641771470057,12.209906477312089,21493,2576,43508,11491,256194,11548
MT,1996,110,31,0,0,141,0,11.74,27.97,4.55,28.6,6.386158793423616,54.41914318795832,3.3240605403366494,11.88369152970923,0.5387560466769068,11.845753171469378,22079,2591,42418,11865,261714,11903
MT,1997,88,15,0,2,105,0,11.29,23.29,4.18,33.0,4.63965357253325,41.0958904109589,2.214489085732363,9.508285791904374,0.3944136008834864,9.431420102398276,22631,2555,47415,11043,266218,11133
MT,1998,130,19,0,0,149,0,11.34,26.3,4.5600000000000005,30.0,6.471507991660875,57.066258138644194,3.1717649062307087,12.059894779441521,0.547600846759967,12.00257773481553,23024,2611,46977,12355,272096,12414
MT,1999,126,15,0,1,142,0,10.22,23.189999999999998,3.9899999999999998,27.2,6.109892001204767,59.78947368421053,2.9227729293594598,12.604296112195987,0.5010568064332871,12.55748142907676,23241,2375,48584,11266,283401,11308
MT,2000,114,29,0,1,144,0,10.059999999999999,21.72,3.71,27.0,6.149641270925862,61.120543293718164,2.871156836942218,13.221926361215683,0.48889794255449176,13.167520117044623,23416,2356,50154,10891,294540,10936
MT,2001,145,17,0,0,162,0,9.66,20.32,3.29,29.4,6.791883280228073,70.34303082935301,3.3666535048525534,16.564417177914113,0.5390638258224884,16.40008098805426,23852,2303,48119,9780,300521,9878
MT,2002,138,14,0,0,152,0,9.91,22.24,3.8,33.6,6.326216339950888,63.86554621848739,2.9668377803368924,13.338013338013338,0.5073888501300183,13.338013338013338,24027,2380,51233,11396,299573,11396
MT,2003,121,4,0,0,125,0,9.62,21.66,3.51,27.6,5.078616991021005,52.80946345585129,2.524130689390574,11.652838631490631,0.40952590005602313,11.652838631490631,24613,2367,49522,10727,305231,10727
MT,2004,119,11,0,1,131,0,10.74,22.59,3.55,25.0,5.168468397380257,48.108703635695925,2.67691113063735,11.850913696399493,0.41896403945298005,11.803928635790234,25346,2723,48937,11054,312676,11098
MT,2005,101,18,0,0,119,0,10.74,25.14,3.83,24.4,4.5463228271251195,42.318634423897585,2.4371761525385542,9.693711306614533,0.37022403220637967,9.658306955604251,26175,2812,48827,12276,321427,12321
MT,2006,121,15,0,0,136,0,11.700000000000001,23.990000000000002,4.31,25.8,5.036290919863724,43.037974683544306,2.2549783621561574,9.40005529444291,0.40272192643217986,9.347079037800688,27004,3160,60311,14468,337702,14550
MT,2007,110,21,0,0,131,0,10.65,18.529999999999998,3.36,28.2,4.7027570361861,44.167228590694535,2.095731746336469,11.307725507121278,0.37289322444471645,11.110168772792807,27856,2966,62508,11585,351307,11791
MT,2008,91,24,0,0,115,0,9.19,20.25,3.02,25.4,4.137881404720783,45.00978473581213,2.1978442015136457,10.852127960743607,0.3225308858380895,10.671863400148478,27792,2555,52324,10597,356555,10776
MT,2009,73,18,0,0,91,0,7.470000000000001,19.37,2.3,22.6,3.4120734908136483,45.68273092369478,2.3275443128628797,12.016373960121484,0.26938379197650736,11.687644490110454,26670,1992,39097,7573,337808,7786
MT,2010,105,13,0,0,118,0,6.7299999999999995,22.1,2.8000000000000003,24.6,4.4897648580777725,66.66666666666667,2.8489340640768726,12.890539654795717,0.3528739791325879,12.61087955541306,26282,1770,41419,9154,334397,9357
MT,2011,96,18,0,0,114,0,6.909999999999999,18.12,2.23,24.0,4.416037187681581,63.86554621848739,2.8463708771316574,15.7046425127428,0.3449340086778135,15.44924786556444,25815,1785,40051,7259,330498,7379
MT,2012,119,13,0,1,133,0,7.290000000000001,16.53,2.3800000000000003,23.8,5.05491999543917,69.34306569343066,2.73955672736261,16.571143782706205,0.3922008068130883,16.488966030250435,26311,1918,48548,8026,339112,8066
MT,2013,118,9,0,0,127,0,7.19,16.520000000000003,2.32,20.4,4.774077137057365,66.38787245164663,2.5983059863333198,15.723659774668812,0.36121618931141386,15.588560206210873,26602,1913,48878,8077,351590,8147
MT,2014,115,24,0,0,139,0,6.8500000000000005,17.299999999999997,2.3800000000000003,23.0,5.207357734237441,76.03938730853392,2.8150188342986757,16.272535705923673,0.3879408990181467,16.272535705923673,26693,1828,49378,8542,358302,8542
NE,1992,144,14,0,1,159,0,8.77,18.11,2.73,26.6,4.699831515473973,53.60755225893459,1.7717456709233135,9.783411272458775,0.26518164942985945,9.725365465777724,33831,2966,89742,16252,599589,16349
NE,1993,169,21,1,0,191,0,8.48,18.57,2.64,24.0,5.581857501899585,65.86206896551724,2.199092730329058,11.841289522628642,0.3113213390403479,11.79667716632697,34218,2900,86854,16130,613514,16191
NE,1994,166,18,0,1,185,0,8.99,17.87,2.62,24.4,5.326193355213912,59.23791226384886,2.016436683888126,11.28392802683745,0.2943010588474852,11.24961994527212,34734,3123,91746,16395,628608,16445
NE,1995,136,14,0,0,150,0,8.77,17.78,2.65,21.2,4.276306411608747,48.764629388816644,1.537215999344121,8.64652985934978,0.22824553741933423,8.618708342909676,35077,3076,97579,17348,657187,17404
NE,1996,167,20,0,0,187,0,8.75,18.029999999999998,2.59,22.8,5.294300840859545,60.47865459249677,1.9166905825919398,10.63043601841851,0.2739689902264859,10.58111243139252,35321,3092,97564,17591,682559,17673
NE,1997,164,20,1,0,185,0,8.94,14.21,2.21,29.4,5.166298975117987,57.75835154542616,1.7325666335762049,12.195121951219512,0.26836797456161726,12.135922330097086,35809,3203,106778,15170,689352,15244
NE,1998,204,29,0,0,233,0,8.73,20.23,2.96,24.4,6.489346887620108,74.32216905901116,2.2685230259955214,11.21216495837544,0.33054896664434635,11.18364212345205,35905,3135,102710,20781,704888,20834
NE,1999,191,36,2,0,229,0,8.3,20.080000000000002,3.11,25.4,6.359344626492641,76.5886287625418,2.0349948014324943,10.136331444759207,0.3141810917861538,10.102346920769367,36010,2990,112531,22592,728879,22668
NE,2000,230,65,3,0,298,0,8.110000000000001,14.7,2.22,25.6,8.259881368146793,101.88034188034189,2.635955135689771,17.932362498495607,0.39735028694557634,17.88286125780125,36078,2925,113052,16618,749968,16664
NE,2001,215,33,4,1,253,0,7.86,16.53,2.3,27.6,6.949403944404769,88.36884387006637,2.444279130880037,14.78494623655914,0.3387039553392729,14.745308310991957,36406,2863,103507,17112,746965,17158
NE,2002,212,36,0,0,248,0,8.110000000000001,15.25,2.27,29.0,6.778734454011207,83.5861139197843,2.2270114942528734,14.60713865001767,0.33210668123650816,14.60713865001767,36585,2967,111360,16978,746748,16978
NE,2003,184,43,13,0,240,0,7.720000000000001,13.86,2.1399999999999997,24.8,6.507945116329519,84.29926238145416,2.0494078065359034,14.78651962294375,0.3162559512122486,14.78651962294375,36878,2847,117107,16231,758879,16231
NE,2004,191,37,1,0,229,0,7.9,16.81,2.13,21.0,6.164862973133043,78.07705421070577,2.3451341027557886,13.9506548888212,0.29681936662117164,13.920126436082912,37146,2933,97649,16415,771513,16451
NE,2005,182,23,0,0,205,0,8.08,16.66,2.3,26.2,5.458951348760418,67.58984503791625,1.9247561193161014,11.551248098270129,0.26543607910772044,11.522680006744983,37553,3033,106507,17747,772314,17791
NE,2006,186,51,2,0,239,0,8.32,15.9,2.18,22.4,6.386617497728609,76.75016056518946,2.215054959313426,13.934235074626866,0.3029922705277263,13.891310665504214,37422,3114,107898,17152,788799,17205
NE,2007,203,49,1,1,254,0,7.7700000000000005,13.54,1.92,26.0,6.747781733170394,86.80792891319207,2.291136728545399,16.925434797094688,0.3199858903859357,16.70612996579847,37642,2926,110862,15007,793785,15204
NE,2008,191,23,0,0,214,0,7.24,15.83,2.11,24.2,5.711692956468358,78.85040530582167,2.043076453066524,12.902447847582298,0.26809382782864044,12.729003093028789,37467,2714,104744,16586,798228,16812
NE,2009,193,29,4,0,226,0,6.4399999999999995,14.97,1.6500000000000001,21.6,6.101017736144481,94.79865771812081,2.657104226676856,17.751944073521326,0.2911448174934235,17.606731068868807,37043,2384,85055,12731,776246,12836
NE,2010,214,36,3,0,253,0,5.9799999999999995,13.36,1.41,20.8,6.838946856246959,114.32444645277903,3.1536697247706424,23.60955580440463,0.3302669418456048,23.434605409410892,36994,2213,80224,10716,766047,10796
NE,2011,208,39,0,0,247,0,6.16,14.180000000000001,1.63,22.8,6.750847272329725,109.63160230803373,2.84414761932178,20.053584476739466,0.3261729350414055,19.977353607246847,36588,2253,86845,12317,757267,12364
NE,2012,292,43,0,1,336,0,6.4,15.540000000000001,2.06,20.6,9.040034438226431,141.2358133669609,3.2704867769158144,21.04340201665936,0.4311500800065699,20.92545307342592,37168,2379,102737,15967,779311,16057
NE,2013,307,34,0,0,341,0,6.23,12.690000000000001,1.44,22.0,9.15928015041633,146.91943127962085,3.895139642469587,30.693069306930692,0.43769405827106994,30.484534239227607,37230,2321,87545,11110,779083,11186
NE,2014,364,32,0,1,397,0,6.17,15.770000000000001,1.71,18.8,10.575667971975811,171.4902807775378,4.672512210910375,29.620234275908377,0.5051488280419948,29.620234275908377,37539,2315,84965,13403,785907,13403
NV,1992,150,16,0,1,167,0,13.059999999999999,21.85,3.73,33.8,7.131875640587633,54.62872096826955,1.8078288733004244,8.272650715807202,0.3054278367296177,8.197928427666781,23416,3057,92376,20187,546774,20371
NV,1993,139,42,0,1,182,0,13.420000000000002,21.3,3.82,28.0,7.526881720430108,56.08628659476117,1.7865907529203888,8.385937428005345,0.31964873765093305,8.360128617363344,24180,3245,101870,21703,569375,21770
NV,1994,171,39,0,1,211,1,14.44,20.95,4.52,27.2,8.258317025440313,57.19707237733803,1.5951254176809446,7.613480551345891,0.3402380698987671,7.535714285714286,25550,3689,132278,27714,620154,28000
NV,1995,167,48,0,0,215,1,14.81,25.06,4.77,25.4,7.993456519314423,53.96586345381526,1.7127107032469808,6.83537864818465,0.324319268939114,6.804228115703525,26897,3984,125532,31454,662927,31598
NV,1996,195,36,0,1,232,0,14.31,24.62,5.07,30.0,8.301427702436754,58.02901450725363,1.604492579221821,6.518318723308608,0.3293559812891731,6.4962338644191195,27947,3998,144594,35592,704405,35713
NV,1997,182,45,0,0,227,0,14.97,19.5,4.12,31.0,7.695697867579754,51.41562853907135,1.4365270218959627,7.365586164379117,0.3024601871788859,7.342713892932233,29497,4415,158020,30819,750512,30915
NV,1998,270,59,0,3,332,0,15.120000000000001,25.840000000000003,4.760000000000001,29.2,10.783772371455484,71.33648474430596,2.3205423918361645,8.979282739222155,0.42568959791565963,8.937464667402482,30787,4654,143070,36974,779911,37147
NV,1999,295,56,0,5,356,0,14.78,21.33,4.3999999999999995,28.6,11.042183622828784,74.69576164498531,2.0542174931622257,9.632555874235619,0.4229429941750295,9.607340439886656,32240,4766,173302,36958,841721,37055
NV,2000,318,86,0,2,406,0,14.069999999999999,18.68,3.7600000000000002,28.6,12.26882630242959,87.18058836160618,2.2593462364634,12.091970455086967,0.452675860669492,12.045690550363448,33092,4657,179698,33576,896889,33705
NV,2001,313,56,0,2,371,0,13.48,19.34,3.35,31.4,10.94685904812487,81.23494635428071,2.3439770530332704,12.118242691491098,0.4055220960355023,12.089022125191436,33891,4567,158278,30615,914870,30689
NV,2002,308,60,0,0,368,0,14.149999999999999,21.08,4.02,36.8,10.544110483940289,74.49392712550608,2.0717687725895986,9.827484911606048,0.39535883111302106,9.827484911606048,34901,4940,177626,37446,930800,37446
NV,2003,388,66,0,1,455,0,14.540000000000001,22.34,4.02,28.2,12.507215701366173,86.04387291981845,2.621073430380257,11.732851985559567,0.4721479410717862,11.732851985559567,36379,5288,173593,38780,963681,38780
NV,2004,410,65,0,1,476,0,14.56,19.84,3.73,26.6,12.517421831856312,85.95160707836764,2.5010640030685325,12.60459697065989,0.46900802831389643,12.587597514213936,38027,5538,190319,37764,1014908,37815
NV,2005,383,58,0,2,443,0,14.93,23.73,4.6,27.4,11.090526737432405,74.29146402817375,2.126260517310065,8.959812309123638,0.41183596099550884,8.946061107857592,39944,5963,208347,49443,1075671,49519
NV,2006,386,84,0,2,472,0,15.22,21.72,4.33,26.0,11.298082677071115,74.2255071552131,2.0507383961661616,9.442643940303286,0.4082172753745523,9.421345735443822,41777,6359,230161,49986,1156247,50099
NV,2007,367,97,0,4,468,0,13.819999999999999,18.63,3.74,33.0,10.861240687878576,78.58942065491183,1.9815227240009823,10.63491342089715,0.39348926606684775,10.514254903282335,43089,5955,236182,44006,1189359,44511
NV,2008,375,86,0,3,464,0,12.740000000000002,21.14,3.3300000000000005,30.6,10.80275656546843,84.77982824776174,2.606785507620915,12.332881482072136,0.4024315887981779,12.086166028496262,42952,5473,177997,37623,1152991,38391
NV,2009,338,87,0,1,426,0,10.81,22.11,2.98,25.4,10.372029606544604,95.92434136455753,3.0711556484752363,13.887530562347187,0.41030106081124035,13.767249458682093,41072,4441,138710,30675,1038262,30943
NV,2010,540,96,0,3,639,0,10.47,23.31,3.47,29.0,15.95545456815401,152.32419547079857,4.360197334752615,18.70663661114201,0.6408128595797511,18.477820831646522,40049,4195,146553,34159,997171,34582
NV,2011,554,116,0,4,674,0,10.68,20.119999999999997,2.73,26.8,16.92234301639509,158.47636962144367,5.055391792863946,25.123005814820335,0.6792827821971472,24.85159101803031,39829,4253,133323,26828,992223,27121
NV,2012,752,128,0,2,882,0,10.47,17.560000000000002,2.75,25.2,21.89020152883947,209.10384068278807,5.5620368910610125,31.68217249182801,0.8631615002568933,31.429284110750814,40292,4218,158575,27839,1021825,28063
NV,2013,840,157,0,6,1003,0,10.66,18.66,2.78,25.8,24.49089222054012,229.78235967926688,6.525487134445854,34.97088664969841,0.9644314229642371,34.729916897506925,40954,4365,153705,28681,1039991,28880
NV,2014,834,135,0,0,969,0,10.84,19.950000000000003,3.02,22.4,23.092871952527346,213.10754343523203,5.955417340159426,29.853965124160453,0.9002095843985968,29.853965124160453,41961,4547,162709,32458,1076416,32458
NH,1992,335,27,0,1,363,0,9.27,16.939999999999998,2.8000000000000003,31.6,14.993184915947296,161.69265033407572,5.329926878689102,31.466712898751734,0.8786112617148168,31.360691144708422,24211,2245,68106,11536,413152,11575
NH,1993,363,38,2,1,404,0,9.58,17.09,2.63,27.6,16.556019998360792,172.7972626176219,6.3042257037638105,36.87813783660429,0.9627620786128601,36.66727173715738,24402,2338,64084,10955,419626,11018
NH,1994,403,47,0,1,451,0,10.280000000000001,18.09,2.9899999999999998,25.0,18.09065383072603,175.9656652360515,6.252339428555585,34.56733348662528,1.0301178125870805,34.48539532038538,24930,2563,72133,13047,437814,13078
NH,1995,405,51,2,1,459,0,10.45,19.5,3.2199999999999998,23.8,17.841872036072456,170.75892857142858,6.054051202236965,31.049178109991207,0.9982970227259381,30.97165991902834,25726,2688,75817,14783,459783,14820
NH,1996,418,46,0,3,467,0,10.47,19.74,3.11,24.2,17.643280819071368,168.47041847041845,6.23647872652974,31.601028555961566,0.9772573179204298,31.44569389266716,26469,2772,74882,14778,477868,14851
NH,1997,457,41,1,3,502,0,10.25,17.630000000000003,2.8899999999999997,28.6,18.59948128936643,181.42392482833395,6.268731268731268,35.55996316497839,1.0257143732823881,35.47452476856759,26990,2767,80080,14117,489415,14151
NH,1998,610,37,0,1,648,0,9.74,18.360000000000003,2.9899999999999998,25.6,23.567921440261866,242.06200971236458,7.865891406999186,42.83731076882396,1.2772600406830976,42.72997032640949,27495,2677,82381,15127,507336,15165
NH,1999,649,40,0,1,690,0,8.9,17.66,2.53,23.4,24.858594228482904,279.23917442331043,9.282427960287352,52.57543431880524,1.3239289606582039,52.37589190830424,27757,2471,74334,13124,521176,13174
NH,2000,626,51,0,2,679,0,8.63,16.12,2.58,25.2,24.278614080881038,281.27589063794534,7.908314795187459,49.0500614028751,1.2572281359880166,48.8138030194105,27967,2414,85859,13843,540077,13910
NH,2001,598,70,0,2,670,1,8.290000000000001,15.879999999999999,2.46,26.4,23.805294013146206,287.0608397600686,7.84975337715136,49.41731818852338,1.2083763930145024,49.13824715804914,28145,2334,85353,13558,554463,13635
NH,2002,609,46,0,2,657,0,8.4,16.06,2.35,29.0,23.456746045913814,279.09940526762955,8.342539331834978,51.9326535451743,1.2222573623797741,51.9326535451743,28009,2354,78753,12651,537530,12651
NH,2003,677,53,0,0,730,1,8.58,16.18,2.31,27.4,25.99900277797564,303.156146179402,9.613991650314102,59.407552083333336,1.3738202553800118,59.407552083333336,28078,2408,75931,12288,531365,12288
NH,2004,626,52,2,1,681,0,9.139999999999999,17.169999999999998,2.19,22.4,23.869610935856993,261.21979286536254,9.929429604572494,57.819663779928675,1.2662393806025514,57.69719562823011,28530,2607,68584,11778,537813,11803
NH,2005,498,39,0,1,538,0,9.11,20.03,2.7,22.2,18.579914352811162,203.86510041682456,7.284544038995329,36.37101135749054,0.9806065908428113,36.30474390984547,28956,2639,73855,14792,548640,14819
NH,2006,602,53,0,2,657,0,9.29,18.0,2.76,24.8,22.68254790264112,244.05646359583952,7.645580226225388,42.466550319953456,1.1674686720354825,42.32429298460349,28965,2692,85932,15471,562756,15523
NH,2007,542,74,0,2,618,0,8.0,14.14,2.02,27.4,21.370772529220556,267.18547341115436,7.750576903782482,54.80180899175313,1.0963570079033504,54.35834286216905,28918,2313,79736,11277,563685,11369
NH,2008,477,43,2,4,526,0,7.6899999999999995,14.26,2.26,24.4,18.414143182216,239.41738734638145,5.778378318997243,40.5082787832114,0.9049758185643918,40.039582857577834,28565,2197,91029,12985,581231,13137
NH,2009,542,62,1,3,608,0,6.279999999999999,15.64,1.67,20.6,22.092220486174195,351.64835164835165,10.363047554116243,66.24536936151668,1.0954125994068917,65.72262458112637,27521,1729,58670,9178,555042,9251
NH,2010,725,70,0,7,802,0,6.2,13.669999999999998,1.76,24.6,29.526544437081217,475.96439169139467,11.461891354989925,83.85612714345463,1.4458474252377895,82.0460358056266,27162,1685,69971,9564,554692,9775
NH,2011,724,70,0,11,805,0,6.15,15.459999999999999,1.6400000000000001,20.8,30.114847929370395,489.36170212765956,14.059416315908972,90.96045197740114,1.4779238566285342,89.99441028507546,26731,1645,57257,8850,544683,8945
NH,2012,734,50,0,7,791,0,6.38,13.54,2.1399999999999997,24.0,29.35064935064935,459.8837209302325,12.125392810607801,89.53027730616866,1.459466141677076,68.12505382826629,26950,1720,65235,8835,541979,11611
NH,2013,822,70,0,3,895,0,5.99,13.44,1.54,21.8,33.281273241112594,555.5555555555555,14.44783443911731,107.48168608142187,1.648086562293989,107.22415239008026,26892,1611,61947,8327,543054,8347
NH,2014,889,60,0,3,952,0,5.83,14.62,1.68,19.2,35.548917102315166,609.4750320102432,15.064482949600443,103.05260878978135,1.7279872216071008,103.05260878978135,26780,1562,63195,9238,550930,9238
NJ,1992,2,252,1,8,3,11,8.99,15.040000000000001,2.53,33.0,0.019095752468126007,0.21238938053097345,0.005971789267500328,0.03970039435725061,0.0009865863716904959,0.039042165538781884,157103,14125,502362,75566,3040788,76840
NJ,1993,2913,302,4,9,3246,18,9.43,15.03,2.44,31.4,20.345739679833525,215.85317196435696,6.579907565069326,43.785577467828524,1.0612504315620979,43.41081124455024,159542,15038,493320,74134,3058656,74774
NJ,1994,2925,314,4,4,3247,9,9.49,17.330000000000002,2.64,30.0,20.151180398679344,212.36102027468934,6.972284792173519,40.23843160581952,1.059964202132921,40.10622529644269,161132,15290,465701,80694,3063311,80960
NJ,1995,2753,283,3,14,3053,13,10.299999999999999,18.26,2.85,26.6,18.487232122852593,179.54598917901671,6.253456504373118,34.24450102632553,0.9727434296008407,34.11821239788563,165141,17004,488210,89153,3138546,89483
NJ,1996,3093,275,0,8,3376,11,10.11,17.48,2.75,30.0,20.149209191286182,199.22105511625162,6.823179407579873,39.04379705552407,1.0673495680490677,38.84522891760347,167550,16946,494784,86467,3162975,86909
NJ,1997,3189,261,2,9,3461,2,10.37,14.549999999999999,2.7,31.6,20.328450432882633,196.03511753044464,5.746668393489877,39.48434202270264,1.0621154971581275,39.310336994423174,170254,17655,602262,87655,3258591,88043
NJ,1998,3770,417,3,10,4200,6,10.14,18.509999999999998,3.19,30.4,24.382314694408322,240.4258973037953,7.328078054499963,39.5987328405491,1.2604648594401615,39.4751682394075,172256,17469,573138,106064,3332104,106396
NJ,1999,3988,367,3,9,4367,5,9.48,16.99,2.81,28.8,25.246130988512924,266.4429530201342,7.806411017282432,45.93457452403492,1.2815317106467494,45.62026638809088,172977,16390,559412,95070,3407641,95725
NJ,2000,3889,484,3,18,4394,5,9.11,13.81,2.4,29.4,25.35663173445363,278.3655369021223,7.234708158393018,52.40185088012212,1.2535031905279206,52.202632704462296,173288,15785,607350,83852,3505376,84172
NJ,2001,3869,398,2,12,4281,5,8.86,16.41,2.79,29.4,24.454053683531072,276.12229102167186,7.014111783412879,42.74972289072408,1.1871034149812396,42.55805630666455,175063,15504,610341,100141,3606257,100592
NJ,2002,3762,311,4,19,4096,2,9.28,15.24,2.62,34.2,23.38113069686729,251.99950781346132,6.672802951933337,43.77237510018701,1.1456374874066582,43.77237510018701,175184,16254,613835,93575,3575302,93575
NJ,2003,3522,381,4,13,3920,3,9.26,15.65,2.54,30.8,22.310883954945673,240.88981748909237,6.781549341826417,43.345091057863485,1.10200984668288,43.345091057863485,175699,16273,578039,90437,3557137,90437
NJ,2004,2957,380,5,10,3352,2,9.520000000000001,15.870000000000001,2.5,27.8,18.869942635824746,198.24934942039272,5.933940653512391,37.38484530793424,0.9344947608911712,37.309113574640485,177637,16908,564886,89662,3586965,89844
NJ,2005,2557,307,1,3,2868,0,9.89,18.42,2.69,29.0,15.925282218434013,161.03312745648512,5.565495480460609,30.207916412125297,0.8074067463506932,30.02198262325971,180091,17810,515318,94942,3552113,95530
NJ,2006,3172,434,6,15,3627,2,9.8,17.73,2.73,26.8,20.05252246026261,204.70707754825602,6.563779231167365,37.01398101847128,1.0066580423984273,36.86537581948468,180875,17718,552578,97990,3603011,98385
NJ,2007,2693,442,7,10,3152,2,9.13,15.6,2.5,29.6,17.417732710745174,190.67207065513279,5.542923364512277,35.52990508826115,0.8690842576084852,34.79105499017638,180965,16531,568653,88714,3626806,90598
NJ,2008,2722,506,11,8,3247,0,8.62,16.520000000000003,2.6599999999999997,28.4,18.163104341356725,210.66632063842212,6.317255816758725,38.250851131504234,0.8986939184687828,33.742426919120014,178769,15413,513989,84887,3613021,96229
NJ,2009,2839,405,4,11,3259,0,7.39,16.56,1.94,22.4,19.034213692485604,257.62845849802375,8.303121250028664,50.13306259325919,0.9595064150614538,49.39225849474099,171218,12650,392503,65007,3396538,65982
NJ,2010,3874,444,7,20,4345,0,7.19,16.56,2.02,24.0,25.90380121142748,360.37156838351166,10.819465575672762,65.31673731998437,1.3057368578111161,64.61254777164781,167736,12057,401591,66522,3327623,67247
NJ,2011,3852,394,6,25,4277,1,7.66,16.54,2.1399999999999997,23.8,25.71718908778238,335.79335793357933,9.956050913898899,60.197044334975374,1.278128463714689,59.78473581213307,166309,12737,429588,71050,3346299,71540
NJ,2012,4224,413,1,18,4656,0,7.960000000000001,14.04,1.96,24.4,27.678863359391254,347.72218073188947,9.879183694254543,70.35145507842012,1.3697767699275158,70.04558378841901,168215,13390,471294,66182,3399094,66471
NJ,2013,4717,521,5,14,5257,0,7.7,15.61,2.16,24.0,31.09602086870109,403.88752304855564,11.006128007737997,70.51359435569327,1.5192355098253238,70.19909997729913,169057,13016,477643,74553,3460293,74887
NJ,2014,5036,461,2,9,5508,0,7.61,16.36,2.12,25.0,32.59113743543014,428.0385452284737,12.331527336228898,75.38493122562103,1.595449781856712,75.38493122562103,169003,12868,446660,73065,3452318,73065
NM,1992,237,15,0,0,252,0,10.85,18.22,3.83,35.6,9.174311926605505,84.53539080845354,2.805142761729838,15.392132909846078,0.5785349749645877,15.11879049676026,27468,2981,89835,16372,435583,16668
NM,1993,233,26,0,0,261,2,10.91,20.04,3.6999999999999997,30.4,9.180766119103732,84.16639793614964,3.1504997344406354,15.721944461177038,0.5792701196492419,15.63623292595255,28429,3101,82844,16601,450567,16692
NM,1994,232,27,1,0,260,1,11.81,21.029999999999998,3.9800000000000004,29.6,8.887673480549669,75.27504342790967,2.943607277502915,14.00032308437887,0.5533951858875714,13.907461888205402,29254,3454,88327,18571,469827,18695
NM,1995,256,24,0,1,281,1,11.700000000000001,22.869999999999997,4.12,27.8,9.392653006651738,80.26278206226792,3.1840277384338207,13.924677898909811,0.5728707962292462,13.888202441555874,29917,3501,88253,20180,490512,20233
NM,1996,225,16,0,1,242,0,11.29,22.12,3.92,30.2,7.91651673263764,70.14492753623189,2.7278055818567113,12.332467003006677,0.47946141821517513,12.241388031766908,30569,3450,88716,19623,504733,19769
NM,1997,261,15,1,4,281,0,10.92,19.8,3.6900000000000004,34.4,9.135537566240776,83.65584995534385,2.9568365006208306,14.934098639455781,0.5479858108727406,14.847300010567473,30759,3359,95034,18816,512787,18926
NM,1998,343,20,0,0,363,0,10.59,24.58,4.3999999999999995,31.8,11.74263254941287,110.83969465648855,3.904023402630645,15.879959753270047,0.6962506041844087,15.807350635777741,30913,3275,92981,22859,521364,22964
NM,1999,338,15,0,3,356,0,9.85,19.55,3.3099999999999996,31.4,11.547194291274732,117.22094171880144,3.9643652561247213,20.273348519362184,0.6652676113715913,20.10163749294184,30830,3037,89800,17560,535123,17710
NM,2000,323,22,0,2,347,0,9.51,17.96,3.1199999999999997,31.8,11.346914750989177,119.3670450636395,3.7023206188316884,20.615494296577946,0.639966360269708,20.513123669898324,30581,2907,93725,16832,542216,16916
NM,2001,376,15,0,0,391,0,9.55,19.06,3.35,33.8,12.705530642750373,133.03844845185435,4.07075407856243,21.361451048951047,0.7125570410112114,21.256931608133087,30774,2939,96051,18304,548728,18394
